302 1 -1.89382716 2 . . 5 . 1 . 5 .
303 1 -3.89382716 2 . 2 . . 3 . 2 .
304 0 2.1061728395 . 2 . 2 . 0 . 0 .
305 0 -5.89382716 . 3 . . . . . . .
306 1 1.1061728395 0 . . . . . . . .
307 0 -1.89382716 . . 0 . 0 . . . .
308 1 -3.89382716 . 3 . 4 . . . . .
309 0 2.1061728395 . 3 . 0 . . . . .
310 0 1.1061728395 . . 6 . 7 . . . .
311 1 0.1061728395 . 2 . . 2 . . . .
312 1 -3.89382716 . . 1 . 1 . 1 . 2
313 1 -0.89382716 . . 0 . 2 . 1 . 1
314 1 -3.89382716 . 3 . . 1 . 1 . .
315 1 1.1061728395 . 1 . 1 . 4 . 5 .
316 0 0.1061728395 . 1 . 2 . 1 . 3 .
317 1 0.1061728395 . . 1 . . . 0 . 2
318 1 -0.89382716 . 4 . . 2 . 2 . 3
319 0 -0.89382716 . . 1 . 0 . 1 . 0
320 1 3.1061728395 . 4 . 4 . 8 . . .
321 0 -2.89382716 . 3 . . 9 . 4 . 7
322 0 -0.89382716 2 . 0 . 1 . 2 . .
323 0 0.1061728395 . 0 . 2 . . . . .
324 0 -1.89382716 . 2 . 1 . . . 1 .
325 1 1.1061728395 0 . . 3 . . . . .
326 1 0.1061728395 2 . . 5 . . . . .
327 1 -0.89382716 . 1 . 3 . . . . .
328 0 -3.89382716 0 . . 9 . . . . .
329 0 4.1061728395 . 1 . . 1 . 1 . .
330 0 1.1061728395 . 3 . 6 . . . . .
331 1 1.1061728395 . 0 . 0 . 1 . 2 .
332 0 -2.89382716 . . 0 . 0 . 0 . 4
333 1 3.1061728395 . 1 . 0 . . 0 0 .
334 1 -2.89382716 0 . 3 . . . . . .
335 1 3.1061728395 6 . . 5 . 3 . 4 .
336 1 -6.89382716 . . 0 . 2 . 0 . 0
337 0 -1.89382716 . 0 . 0 . 0 . 0 .
338 1 1.1061728395 . . 1 . . . 0 . 0
339 1 -0.89382716 . . 4 . 8 . . . .
340 1 0.1061728395 . . 1 . 0 . . . .
341 1 2.1061728395 . 1 . . 2 . 1 . 2
342 0 -1.89382716 . . 2 . 5 . 1 . 2
343 1 -3.89382716 . . 0 . 7 . . . .
344 1 -0.89382716 . . 3 . 3 . 2 . 6
345 0 2.1061728395 0 . 1 . 1 . 1 . .
346 1 3.1061728395 . 1 . 0 . . . . .
347 0 -0.89382716 . . 1 . 0 . . . .
348 0 -0.89382716 1 . 1 . . 0 0 . .
349 1 -2.89382716 2 . . . . . . . .
350 1 1.1061728395 3 . . 4 . 3 3 . .
351 0 2.1061728395 . 0 . 0 . 0 . 1 .
352 1 -1.89382716 . 2 . 1 . 0 . 2 .
353 0 -3.89382716 5 . 6 . 3 . 4 . .
354 0 0.1061728395 . . 2 . 2 . 1 . 3
355 0 -2.89382716 . 0 . 1 . . . . .
356 0 1.1061728395 . 0 . 2 . . . . .
357 1 2.1061728395 . . 1 . 1 . . . .
358 1 -3.89382716 0 . . 4 . 10 . 7 .
359 1 2.1061728395 . . 3 . 1 . 1 . 0
360 1 1.1061728395 1 . . 1 . 1 . 0 .
361 0 1.1061728395 . . 1 . . 2 . . .
362 0 2.1061728395 . 0 . . 0 . . . .
363 1 -3.89382716 . 1 . 0 . 2 . 4 .
364 1 -0.89382716 . 2 . . 6 . . . 5
365 0 2.1061728395 . . 0 . 1 . . . .
366 1 -1.89382716 . . 2 . 2 . . . .
367 1 -1.89382716 . . 5 . . . 0 . 0
368 1 -1.89382716 1 . . 2 . 3 . 2 .
369 0 -0.89382716 0 . . 3 . . . . .
370 1 0.1061728395 2 . . 1 . 1 . 1 .
371 0 -2.89382716 2 . . 2 . . . . .
372 1 2.1061728395 4 . 6 . . . . . .
373 1 2.1061728395 . . 4 . 3 . 3 . 5
374 1 -1.89382716 2 . 5 . . . . . .
375 1 -0.89382716 . 2 . 1 . . 2 0 .
376 0 -2.89382716 2 . . 1 . . 3 . .
377 0 0.1061728395 . 0 . . 0 . . . 0
378 1 -1.89382716 0 . . 6 . 0 . 3 .
379 0 -4.89382716 . . 2 . . . 0 . 2
380 1 -2.89382716 . 3 . 1 . . . 0 .
381 0 1.1061728395 . 2 . 3 . . . . .
382 0 5.1061728395 0 . . . . 0 . 0 .
383 0 2.1061728395 . 0 . 0 . 0 . 0 .
384 0 2.1061728395 . 0 . . . . . . 1
385 1 3.1061728395 . 2 . 0 . 0 . 0 .
386 0 -3.89382716 . . 3 . 6 . 3 . 3
387 0 3.1061728395 0 . . 2 . . . . .
388 0 2.1061728395 . . 0 . 1 . 0 . 0
389 1 3.1061728395 . 0 . 0 . 1 . 2 .
390 0 2.1061728395 . 0 . 0 . 2 . 0 .
391 1 4.1061728395 4 . 2 . . . 3 . .
392 0 -0.89382716 1 . . 2 . 2 . 4 .
393 1 -0.89382716 . . 2 . 0 . 0 . 0
394 0 0.1061728395 1 . . 1 . 1 . 0 .
395 1 -2.89382716 0 . . 2 . 1 0 . .
396 0 -1.89382716 6 . 2 . . 0 1 . .
397 1 -4.89382716 0 . 3 . . 2 2 . .
398 1 1.1061728395 2 . . 3 . 2 . 2 .
399 0 -0.89382716 0 . . 0 . 2 . 0 .
400 0 1.1061728395 1 . . 1 . . . . .
401 0 3.1061728395 . . 4 . 6 . . . .
402 1 -3.89382716 . . 3 . 3 . . . .
403 1 -1.89382716 . 0 . . 0 . . . .
404 1 0.1061728395 . . 4 . . 1 . . .
405 1 -0.89382716 . 0 . 3 . 4 . 1 .
